company_name,symbol,day,time,eps
Lakes Entertainment Inc,LACO,May 5,Time Not Supplied,N/A
Lannett Company Inc,LCI,May 5,After Market Close,0.94
LendingClub Corp,LC,May 5,After Market Close,0.01
Liberty Global PLC,LBTYA,May 5,After Market Close,-0.02
LivePerson Inc,LPSN,May 5,After Market Close,0.04
Louisiana-Pacific Corp,LPX,May 5,Before Market Open,-0.19
LRAD Corp,LRAD,May 5,Time Not Supplied,0.01
Lumos Networks Corp,LMOS,May 5,After Market Close,0.11
Luxfer Holdings PLC,LXFR,May 5,After Market Close,0.24
Lyris Inc,LYRI,May 5,Time Not Supplied,N/A
Magellan Midstream Partners LP,MMP,May 5,Before Market Open,0.9
Maiden Holdings Ltd,MHLD,May 5,After Market Close,0.44
Malibu Boats Inc,MBUU,May 5,Before Market Open,0.32
Mallinckrodt Plc,MNK,May 5,Before Market Open,1.53
Mapfre SA,MAP.MC,May 5,Time Not Supplied,N/A
Martha Stewart Living Omnimedia Inc,MSO,May 5,Before Market Open,0.01
Mcdermott International Inc,MDR,May 5,After Market Close,-0.08
MDC Holdings Inc,MDC,May 5,Before Market Open,0.16
Medicines Co,MDCO,May 5,Before Market Open,-0.88
Metro AG,MEO.DE,May 5,01:30 am ET,N/A
Middleby Corp,MIDD,May 5,After Market Close,0.71
Midway Gold Corp,MDW.TO,May 5,Time Not Supplied,N/A
Millennial Media Inc,MM,May 5,After Market Close,-0.12
Miller Industries Inc,MLR,May 5,Time Not Supplied,N/A
Molycorp Inc,MCP,May 5,After Market Close,-0.17
Morphosys AG,MOR.DE,May 5,Time Not Supplied,N/A
Mylan Inc,MYL,May 5,After Market Close,0.71
MYR Group Inc,MYRG,May 5,After Market Close,0.3
Myriad Genetics Inc,MYGN,May 5,After Market Close,0.39
NACCO Industries Inc,NC,May 5,After Market Close,N/A
Nanosphere Inc,NSPH,May 5,Time Not Supplied,-1.79
National Retail Properties Inc,NNN,May 5,Before Market Open,0.54
Nationstar Mortgage Holdings Inc,NSM,May 5,Before Market Open,N/A
Natures Sunshine Products Inc,NATR,May 5,09:00 am ET,0.14
Navidea Biopharmaceuticals Inc,NAVB,May 5,Before Market Open,-0.03
Navigator Holdings Ltd,NVGS,May 5,After Market Close,0.44
New Mountain Finance Corp,NMFC,May 5,After Market Close,0.34
Newalta Corp,NAL.TO,May 5,After Market Close,N/A
Newfield Exploration Co,NFX,May 5,After Market Close,0.08
NewLink Genetics Corp,NLNK,May 5,Time Not Supplied,-0.59
News Corp,NWSA,May 5,After Market Close,0.07
NMI Holdings Inc,NMIH,May 5,After Market Close,-0.19
Noble Energy Inc,NBL,May 5,Before Market Open,0.04
Noodles & Co,NDLS,May 5,After Market Close,0.05
Norsat International Inc,NII.TO,May 5,Before Market Open,N/A
North American Energy Partners Inc,NOA.TO,May 5,After Market Close,-0.01
Northern Tier Energy LP,NTI,May 5,Before Market Open,0.88
Northwest Natural Gas Co,NWN,May 5,Before Market Open,1.51
Northwest Pipe Co,NWPX,May 5,After Market Close,-0.02
Novatel Wireless Inc,MIFI,May 5,After Market Close,-0.01
Numerex Corp,NMRX,May 5,After Market Close,0.03
Och-Ziff Capital Management Group LLC,OZM,May 5,Before Market Open,0.18
OCI Resources LP,OCIR,May 5,After Market Close,0.65
Oclaro Inc,OCLR,May 5,After Market Close,-0.1
Office Depot Inc,ODP,May 5,Before Market Open,0.13
OHA Investment Corp,OHAI,May 5,Time Not Supplied,N/A
Omega Protein Corp,OME,May 5,After Market Close,0.15
ONEOK Inc,OKE,May 5,After Market Close,0.36
ONEOK Partners LP,OKS,May 5,After Market Close,0.48
Origin Agritech Ltd,SEED,May 5,Before Market Open,N/A
Otelco Inc,OTEL,May 5,After Market Close,N/A
Outfront Media Inc,OUT,May 5,After Market Close,0.01
Oxford Immunotec Global PLC,OXFD,May 5,Before Market Open,-0.37
P H Glatfelter Co,GLT,May 5,Before Market Open,0.28
Pacific Biosciences of California Inc,PACB,May 5,After Market Close,-0.27
Parker Drilling Co,PKD,May 5,After Market Close,-0.02
Parkland Fuel Corp,PKI.TO,May 5,After Market Close,0.24
Pason Systems Inc,PSI.TO,May 5,After Market Close,0.21
PCTEL Inc,PCTI,May 5,Time Not Supplied,0.07
Pembina Pipeline Corp,PPL.TO,May 5,After Market Close,0.26
PennyMac Financial Services Inc,PFSI,May 5,After Market Close,0.45
PennyMac Mortgage Investment Trust,PMT,May 5,After Market Close,N/A
Petra Foods Ltd,P34.SI,May 5,After Market Close,N/A
Pfeiffer Vacuum Technology AG,PFV.DE,May 5,01:30 am ET,N/A
PFSweb Inc,PFSW,May 5,Before Market Open,-0.11
PGT Inc,PGTI,May 5,Time Not Supplied,0.11
PHH Corp,PHH,May 5,After Market Close,-0.3
Pioneer Natural Resources Co,PXD,May 5,After Market Close,0.08
Plains All American Pipeline LP,PAA,May 5,After Market Close,0.54
Plains GP Holdings LP,PAGP,May 5,After Market Close,0.14
Porto Seguro SA,PSSA3.SA,May 5,Time Not Supplied,N/A
Potbelly Corp,PBPB,May 5,After Market Close,0.02
Power Solutions International Inc,PSIX,May 5,After Market Close,0.19
PrimeEnergy Corp,PNRG,May 5,Time Not Supplied,N/A
Primo Water Corp,PRMW,May 5,After Market Close,-0.01
QEP Midstream Partners LP,QEPM,May 5,Before Market Open,0.22
Qiagen NV,QGEN,May 5,4:00 pm ET,0.22
Quinstreet Inc,QNST,May 5,After Market Close,0.03
RCM Technologies Inc,RCMT,May 5,Time Not Supplied,N/A
ReachLocal Inc,RLOC,May 5,After Market Close,-0.44
Recordati Industria Chimica e Farmaceutica SpA,REC.MI,May 5,Time Not Supplied,N/A
Relypsa Inc,RLYP,May 5,After Market Close,-0.87
Renaissancere Holdings Ltd,RNR,May 5,After Market Close,2.43
Renewable Energy Group Inc,REGI,May 5,After Market Close,-0.42
Resonant Inc,RESN,May 5,After Market Close,N/A
Resource Capital Corp,RSO,May 5,After Market Close,0.16
Response Biomedical Corp,RBM.TO,May 5,Before Market Open,N/A
RetailMeNot Inc,SALE,May 5,Before Market Open,0.14
Rex Energy Corp,REXX,May 5,After Market Close,-0.22
Rigel Pharmaceuticals Inc,RIGL,May 5,Time Not Supplied,-0.18
Rocky Mountain Dealerships Inc,RME.TO,May 5,After Market Close,0.04
Russel Metals Inc,RUS.TO,May 5,5:00 pm ET,0.31
Sabra Health Care REIT Inc,SBRA,May 5,After Market Close,0.57
Sabre Corp,SABR,May 5,Before Market Open,0.25
Saga Communications Inc,SGA,May 5,09:00 am ET,0.32
Sally Beauty Holdings Inc,SBH,May 5,Before Market Open,0.39
Savanna Energy Services Corp,SVY.TO,May 5,After Market Close,0.02
Schweitzer-Mauduit International Inc,SWM,May 5,After Market Close,0.89
Scotts Miracle-Gro Co,SMG,May 5,Before Market Open,2.27
Sempra Energy,SRE,May 5,09:00 am ET,1.24
Seventy Seven Energy Inc,SSE,May 5,Before Market Open,N/A
SM Energy Co,SM,May 5,After Market Close,0.32
Solar Capital Ltd,SLRC,May 5,After Market Close,0.39
Solar Senior Capital Ltd,SUNS,May 5,After Market Close,0.34
SolarCity Corp,SCTY,May 5,After Market Close,-1.58
Solium Capital Inc,SUM.TO,May 5,After Market Close,0.07
SouFun Holdings Ltd,SFUN,May 5,Before Market Open,0.04
Southcross Energy Partners LP,SXE,May 5,Before Market Open,0.03
SP Plus Corp,SP,May 5,After Market Close,0.05
Spartan Motors Inc,SPAR,May 5,Before Market Open,-0.06
Sprint Corp,S,May 5,Before Market Open,-0.06
Star Gas Partners LP,SGU,May 5,After Market Close,0.88
StarHub Ltd,CC3.SI,May 5,After Market Close,0.05
Starwood Property Trust Inc,STWD,May 5,Before Market Open,N/A
STR Holdings Inc,STRI,May 5,After Market Close,-0.15
Summit Materials Inc,SUM,May 5,Before Market Open,-1.06
Sun Life Financial Inc,SLF.TO,May 5,After Market Close,0.78
Sunesis Pharmaceuticals Inc,SNSS,May 5,Time Not Supplied,-0.16
Sunoco LP,SUN,May 5,After Market Close,0.83
Supernus Pharmaceuticals Inc,SUPN,May 5,After Market Close,-0.01
Symrise AG,SY1.DE,May 5,01:00 am ET,N/A
T2 Biosystems Inc,TTOO,May 5,After Market Close,-0.57
Targa Resources Corp,TRGP,May 5,Before Market Open,0.73
Targa Resources Partners LP,NGLS,May 5,Before Market Open,0.28
Taseko Mines Ltd,TKO.TO,May 5,After Market Close,-0.07
TeamHealth Holdings Inc,TMH,May 5,After Market Close,0.6
TechTarget Inc,TTGT,May 5,After Market Close,0.04
Telefonica Deutschland Holding AG,O2D.DE,May 5,Before Market Open,N/A
Tessera Technologies Inc,TSRA,May 5,After Market Close,0.67
Textainer Group Holdings Ltd,TGH,May 5,09:00 am ET,0.73
TherapeuticsMD Inc,TXMD,May 5,After Market Close,-0.1
Tim Participacoes SA,TIMP3.SA,May 5,After Market Close,N/A
Tornier NV,TRNX,May 5,After Market Close,-0.07
Trade Street Residential Inc,TSRE,May 5,Before Market Open,0.11
Transgenomic Inc,TBIO,May 5,Time Not Supplied,-0.52
TransGlobe Energy Corp,TGL.TO,May 5,Before Market Open,-0.12
TriNet Group Inc,TNET,May 5,After Market Close,0.33
Trinseo SA,TSE,May 5,After Market Close,0.7
Trivascular Technologies Inc,TRIV,May 5,After Market Close,-0.68
Trovagene Inc,TROV,May 5,After Market Close,-0.24
Trupanion Inc,TRUP,May 5,After Market Close,-0.19
TRW Automotive Holdings Corp,TRW,May 5,07:00 am ET,1.87
Tutor Perini Corp,TPC,May 5,After Market Close,0.23
UBS Group AG,UBSG.VX,May 5,12:45 am ET,N/A
United Fire Group Inc,UFCS,May 5,Before Market Open,0.86
United Online Inc,UNTD,May 5,After Market Close,0.1
United-Guardian Inc,UG,May 5,Time Not Supplied,N/A
USANA Health Sciences Inc,USNA,May 5,After Market Close,1.3
VAALCO Energy Inc,EGY,May 5,Time Not Supplied,-0.05
Valero Energy Partners LP,VLP,May 5,Before Market Open,0.28
Vastned Retail Belgium NV,VASTB.BR,May 5,Before Market Open,N/A
Vishay Intertechnology Inc,VSH,May 5,Before Market Open,0.2
Vishay Precision Group Inc,VPG,May 5,Before Market Open,N/A
Vitamin Shoppe Inc,VSI,May 5,Before Market Open,0.74
Vulcan Materials Co,VMC,May 5,Before Market Open,-0.16
WageWorks Inc,WAGE,May 5,After Market Close,0.28
Walt Disney Co,DIS,May 5,After Market Close,1.1
Weight Watchers International Inc,WTW,May 5,After Market Close,-0.19
West Corp,WSTC,May 5,After Market Close,0.74
Westar Energy Inc,WR,May 5,After Market Close,0.44
Western Gas Equity Partners LP,WGP,May 5,After Market Close,0.26
Western Gas Partners LP,WES,May 5,After Market Close,0.45
Western Refining Inc,WNR,May 5,Before Market Open,1.14
Western Refining Logistics LP,WNRL,May 5,Before Market Open,0.36
WestJet Airlines Ltd,WJA.TO,May 5,Before Market Open,1
WEYCO Group Inc,WEYS,May 5,After Market Close,N/A
Whitestone REIT,WSR,May 5,After Market Close,0.32
Wisconsin Energy Corp,WEC,May 5,07:00 am ET,0.82
Workiva Inc,WK,May 5,After Market Close,-0.18
WPG Holdings Ltd,3702.TW,May 5,Time Not Supplied,N/A
York Water Co,YORW,May 5,Time Not Supplied,0.23
ZAGG Inc,ZAGG,May 5,After Market Close,0.06
ZELTIQ Aesthetics Inc,ZLTQ,May 5,After Market Close,-0.12
Zendesk Inc,ZEN,May 5,After Market Close,-0.13
Zillow Group Inc,Z,May 5,After Market Close,-0.11
Zoetis Inc,ZTS,May 5,Before Market Open,0.36
Zulily Inc,ZU,May 5,After Market Close,-0.03
3D Systems Corp,DDD,May 6,Before Market Open,0.15
AcelRx Pharmaceuticals Inc,ACRX,May 6,After Market Close,-0.28
ACS Actividades de Construccion y Servicios SA,ACS.MC,May 6,Before Market Open,N/A
Activision Blizzard Inc,ATVI,May 6,After Market Close,0.07
Aerohive Networks Inc,HIVE,May 6,After Market Close,-0.26
AEterna Zentaris Inc,AEZ.TO,May 6,After Market Close,N/A
AG Mortgage Investment Trust Inc,MITT,May 6,After Market Close,N/A
AG&E Holdings Inc,WGA,May 6,Before Market Open,N/A
Air Methods Corp,AIRM,May 6,After Market Close,0.34
Aircastle Ltd,AYR,May 6,Before Market Open,0.53
Alaris Royalty Corp,AD.TO,May 6,Before Market Open,0.53
Albemarle Corp,ALB,May 6,After Market Close,0.71
Alcobra Ltd,ADHD,May 6,Before Market Open,-0.29
Alderon Iron Ore Corp,ADV.TO,May 6,Time Not Supplied,-0.01
Alexander & Baldwin Inc,ALEX,May 6,4:00 pm ET,0.31
Alexza Pharmaceuticals Inc,ALXA,May 6,After Market Close,-0.51
Alimera Sciences Inc,ALIM,May 6,After Market Close,-0.24
Allied Motion Technologies Inc,AMOT,May 6,After Market Close,N/A
Alnylam Pharmaceuticals Inc,ALNY,May 6,After Market Close,-0.66
Alon USA Partners LP,ALDW,May 6,After Market Close,0.72
Alstom SA,ALO.PA,May 6,01:00 am ET,N/A
American Capital Ltd,ACAS,May 6,After Market Close,0.18
American Independence Corp,AMIC,May 6,After Market Close,N/A
American Residential Properties Inc,ARPI,May 6,After Market Close,0.13
American Water Works Company Inc,AWK,May 6,After Market Close,0.41
Amerigo Resources Ltd,ARG.TO,May 6,Before Market Open,0
Anheuser-Busch Inbev SA,ABI.BR,May 6,01:00 am ET,N/A
Annaly Capital Management Inc,NLY,May 6,After Market Close,0.3
ANSYS Inc,ANSS,May 6,Before Market Open,0.77
Apollo Residential Mortgage Inc,AMTG,May 6,After Market Close,0.52
Approach Resources Inc,AREX,May 6,After Market Close,-0.02
Aramark,ARMK,May 6,Before Market Open,0.36
Arkema SA,AKE.PA,May 6,Time Not Supplied,N/A
ArQule Inc,ARQL,May 6,Time Not Supplied,-0.08
ASTM SpA,AT.MI,May 6,Time Not Supplied,N/A
Atmel Corp,ATML,May 6,After Market Close,0.09
Atmos Energy Corp,ATO,May 6,After Market Close,1.33
AuRico Gold Inc,AUQ.TO,May 6,After Market Close,N/A
Autohome Inc,ATHM,May 6,Before Market Open,1.62
Avista Corp,AVA,May 6,07:05 am ET,0.82
Avolon Holdings Ltd,AVOL,May 6,06:00 am ET,0.64
Axalta Coating Systems Ltd,AXTA,May 6,Time Not Supplied,0.14
Babcock & Wilcox Co,BWC,May 6,After Market Close,0.43
Ballantyne Strong Inc,BTN,May 6,Time Not Supplied,N/A
Banco BTG Pactual SA,BPAC5.SA,May 6,After Market Close,N/A
Bayerische Motoren Werke AG,BMW.DE,May 6,Time Not Supplied,2.37
Benefitfocus Inc,BNFT,May 6,After Market Close,-0.52
BIND Therapeutics Inc,BIND,May 6,Time Not Supplied,-0.51
BioDelivery Sciences International Inc,BDSI,May 6,After Market Close,-0.19
BioScrip Inc,BIOS,May 6,Before Market Open,-0.03
Biospecifics Technologies Corp,BSTC,May 6,Time Not Supplied,N/A
Blackpearl Resources Inc,PXX.TO,May 6,After Market Close,-0.01
BNK Petroleum Inc,BKX.TO,May 6,Time Not Supplied,0
Bonanza Creek Energy Inc,BCEI,May 6,After Market Close,-0.15
Boralex Inc,BLX.TO,May 6,07:00 am ET,0.2
Bpost SA,BPOST.BR,May 6,11:45 am ET,N/A
BreitBurn Energy Partners LP,BBEP,May 6,Before Market Open,0.06
Brenntag AG,BNR.DE,May 6,Time Not Supplied,N/A
Bruker Corp,BRKR,May 6,4:00 pm ET,0.1
C&J Energy Services Ltd,CJES,May 6,After Market Close,-0.09
Caesarstone Sdot-Yam Ltd,CSTE,May 6,Before Market Open,0.41
Callon Petroleum Co,CPE,May 6,After Market Close,-0.01
Calumet Specialty Products Partners LP,CLMT,May 6,Before Market Open,0.28
Canadian Natural Resources Ltd,CNQ.TO,May 6,Before Market Open,-0.05
Career Education Corp,CECO,May 6,After Market Close,-0.24
Carmanah Technologies Corp,CMH.TO,May 6,4:00 pm ET,N/A
Casella Waste Systems Inc,CWST,May 6,After Market Close,-0.17
Castlight Health Inc,CSLT,May 6,After Market Close,-0.19
CECO Environmental Corp,CECE,May 6,Time Not Supplied,0.18
Ceragon Networks Ltd,CRNT,May 6,Before Market Open,-0.05
CF Industries Holdings Inc,CF,May 6,After Market Close,4.65
CGG SA,CGG.PA,May 6,01:30 am ET,N/A
Checkpoint Systems Inc,CKP,May 6,After Market Close,-0.01
Chegg Inc,CHGG,May 6,After Market Close,-0.07
ChemoCentryx Inc,CCXI,May 6,After Market Close,-0.28
Chesapeake Energy Corp,CHK,May 6,Before Market Open,0.04
China Development Financial Holding Corp,2883.TW,May 6,Time Not Supplied,N/A
China Gold International Resources Corp Ltd,CGG.TO,May 6,Before Market Open,N/A
Choice Hotels International Inc,CHH,May 6,Before Market Open,0.38
Clean Diesel Technologies Inc,CDTI,May 6,Before Market Open,-0.14
Clean Harbors Inc,CLH,May 6,Before Market Open,-0.01
ClearSign Combustion Corp,CLIR,May 6,Time Not Supplied,N/A
Cleveland Biolabs Inc,CBLI,May 6,Time Not Supplied,N/A
Clicksoftware Technologies Ltd,CKSW,May 6,Before Market Open,0.01
Clovis Oncology Inc,CLVS,May 6,After Market Close,-1.82
Colony Capital Inc,CLNY,May 6,After Market Close,0.5
Command Center Inc,CCNI,May 6,Time Not Supplied,N/A
Commercial Vehicle Group Inc,CVGI,May 6,After Market Close,0.1
Compal Electronics Inc,2324.TW,May 6,Time Not Supplied,N/A
Compania de Distribucion Integral Logista Holdings SA,LOG.MC,May 6,Time Not Supplied,N/A
Compass Diversified Holdings,CODI,May 6,After Market Close,0.35
Computer Sciences Corp,CSC,May 6,After Market Close,1.2
Connecticut Water Service Inc,CTWS,May 6,Time Not Supplied,0.33
Consolidated Edison Inc,ED,May 6,After Market Close,1.17
Continental Building Products Inc,CBPX,May 6,After Market Close,0.11
Continental Resources Inc,CLR,May 6,After Market Close,-0.13
Copa Holdings SA,CPA,May 6,After Market Close,2.38
Cornerstone OnDemand Inc,CSOD,May 6,After Market Close,-0.11
Corrections Corporation of America,CXW,May 6,After Market Close,0.63
Cosan SA Industria e Comercio,CSAN3.SA,May 6,After Market Close,N/A
Cousins Properties Inc,CUZ,May 6,After Market Close,0.2
CP All PCL,CPALL.BK,May 6,After Market Close,N/A
CPI Aerostructures Inc,CVU,May 6,Time Not Supplied,0.14
Craft Brew Alliance Inc,BREW,May 6,After Market Close,0
Credit Agricole SA,ACA.PA,May 6,01:00 am ET,N/A
Crestwood Equity Partners LP,CEQP,May 6,Before Market Open,0.1
Crestwood Midstream Partners LP,CMLP,May 6,Before Market Open,-0.04
Cross Country Healthcare Inc,CCRN,May 6,After Market Close,0.03
CTI BioPharma Corp,CTIC,May 6,After Market Close,-0.14
CTPartners Executive Search Inc,CTP,May 6,After Market Close,N/A
Curis Inc,CRIS,May 6,After Market Close,-0.06
Cutera Inc,CUTR,May 6,After Market Close,-0.18
DCP Midstream Partners LP,DPM,May 6,After Market Close,0.66
Demand Media Inc,DMD,May 6,After Market Close,-0.11
Denbury Resources Inc,DNR,May 6,Before Market Open,0.07
Denison Mines Corp,DML.TO,May 6,After Market Close,-0.01
DENTSPLY International Inc,XRAY,May 6,Before Market Open,0.57
Depomed Inc,DEPO,May 6,After Market Close,0.01
Derma Sciences Inc,DSCI,May 6,Time Not Supplied,-0.48
Det Norske Oljeselskap ASA,DETNOR.OL,May 6,01:00 am ET,N/A
Discovery Laboratories Inc,DSCO,May 6,Time Not Supplied,-0.11
DNO ASA,DNO.OL,May 6,02:00 am ET,N/A
Dolphin Group ASA,DOLP.OL,May 6,Time Not Supplied,N/A
Dorchester Minerals LP,DMLP,May 6,Time Not Supplied,N/A
Dundee Precious Metals Inc,DPM.TO,May 6,After Market Close,0.03
Dyadic International Inc,DYAI,May 6,After Market Close,N/A
Dynegy Inc,DYN,May 6,After Market Close,-0.5
EDP Energias do Brasil SA,ENBR3.SA,May 6,After Market Close,N/A
EGI Financial Holdings Inc,EFH.TO,May 6,After Market Close,0.34
El Paso Electric Co,EE,May 6,Before Market Open,0.12
ElringKlinger AG,ZIL2.DE,May 6,Time Not Supplied,N/A
Enable Midstream Partners LP,ENBL,May 6,Before Market Open,0.25
Enbridge Inc,ENB.TO,May 6,Time Not Supplied,0.58
Endeavour Silver Corp,EDR.TO,May 6,Before Market Open,-0.04
Enerflex Ltd,EFX.TO,May 6,After Market Close,0.3
Energen Corp,EGN,May 6,After Market Close,0.1
EnerNOC Inc,ENOC,May 6,After Market Close,-1.65
EnLink Midstream LLC,ENLC,May 6,Before Market Open,0.05
EnLink Midstream Partners LP,ENLK,May 6,Before Market Open,0.1
Enova International Inc,ENVA,May 6,After Market Close,0.69
EPAM Systems Inc,EPAM,May 6,After Market Close,0.54
Epistar Corp,2448.TW,May 6,Time Not Supplied,N/A
Equity Commonwealth,EQC,May 6,After Market Close,0.49
Erickson Inc,EAC,May 6,After Market Close,-0.62
Erin Energy Corp,ERN,May 6,Time Not Supplied,0
Essex Property Trust Inc,ESS,May 6,After Market Close,2.22
Essex Rental Corp,ESSX,May 6,After Market Close,-0.11
Etrion SA,ETX.TO,May 6,Before Market Open,-0.01
Euronext NV,ENX.PA,May 6,Time Not Supplied,N/A
Evertec Inc,EVTC,May 6,After Market Close,0.4
Evolution Petroleum Corp,EPM,May 6,After Market Close,0.03
Evonik Industries AG,EVK.DE,May 6,Time Not Supplied,N/A
Exelis Inc,XLS,May 6,06:30 am ET,0.27
Expeditors International of Washington Inc,EXPD,May 6,Time Not Supplied,0.48
Faes Farma SA,FAE.MC,May 6,Time Not Supplied,N/A
Famous Dave's of America Inc,DAVE,May 6,08:00 am ET,0.07
Farmer Bros. Co,FARM,May 6,After Market Close,0.14
Fidelity & Guaranty Life,FGL,May 6,After Market Close,0.5
Fidus Investment Corp,FDUS,May 6,After Market Close,0.4
Financial Engines Inc,FNGN,May 6,After Market Close,0.22
Finning International Inc,FTT.TO,May 6,Before Market Open,0.37
Five Prime Therapeutics Inc,FPRX,May 6,Time Not Supplied,-0.49
Fleetmatics Group PLC,FLTX,May 6,After Market Close,0.25
Forestar Group Inc,FOR,May 6,Before Market Open,0
Foundation Healthcare Inc,FDNH,May 6,After Market Close,-0.06
Fox Factory Holding Corp,FOXF,May 6,After Market Close,0.08
Franco-Nevada Corp,FNV.TO,May 6,After Market Close,0.17
Fred Olsen Energy ASA,FOE.OL,May 6,02:00 am ET,N/A
Fresenius SE & Co KGaA,FRE.DE,May 6,Time Not Supplied,N/A
Full Circle Capital Corp,FULL,May 6,After Market Close,0.15
FX Energy Inc,FXEN,May 6,Time Not Supplied,-0.04
Gaiam Inc,GAIA,May 6,Time Not Supplied,-0.11
GAIN Capital Holdings Inc,GCAP,May 6,Before Market Open,0.44
Gamesa Corporacion Tecnologica SA,GAM.MC,May 6,Time Not Supplied,N/A
Gas Natural SDG SA,GAS.MC,May 6,Before Market Open,N/A
GasLog Ltd,GLOG,May 6,Before Market Open,0.16
General Cable Corp,BGC,May 6,After Market Close,-0.13
Gerdau SA,GGBR4.SA,May 6,Before Market Open,N/A
Gjensidige Forsikring ASA,GJF.OL,May 6,01:00 am ET,N/A
Gladstone Capital Corp,GLAD,May 6,After Market Close,0.2
GlaxoSmithKline PLC,GSK.L,May 6,07:00 am ET,17.44
Global Eagle Entertainment Inc,ENT,May 6,After Market Close,-0.05
Globe Specialty Metals Inc,GSM,May 6,After Market Close,0.24
GlycoMimetics Inc,GLYC,May 6,After Market Close,-0.38
Golden Ocean Group Ltd,GOGL,May 6,Time Not Supplied,-0.21
Goodrich Petroleum Corp,GDP,May 6,Before Market Open,-0.51
Gramercy Property Trust Inc,GPT,May 6,Before Market Open,-0.02
Great Canadian Gaming Corp,GC.TO,May 6,After Market Close,0.24
Grupo Financiero Galicia SA,GGAL.BA,May 6,Time Not Supplied,N/A
Guidance Software Inc,GUID,May 6,After Market Close,-0.1
H Lundbeck A/S,LUN.CO,May 6,Time Not Supplied,N/A
Hain Celestial Group Inc,HAIN,May 6,Before Market Open,0.45
Hampton Roads Bankshares Inc,HMPR,May 6,Time Not Supplied,N/A
Hannover Rueck SE,HNR1.DE,May 6,Time Not Supplied,N/A
Hardinge Inc,HDNG,May 6,Before Market Open,0.01
Harsco Corp,HSC,May 6,Before Market Open,0.11
Haynes International Inc,HAYN,May 6,After Market Close,0.49
Healthcare Realty Trust Inc,HR,May 6,After Market Close,0.38
Healthcare Trust Of America Inc,HTA,May 6,Before Market Open,0.37
Heritage Insurance Holdings Inc,HRTG,May 6,After Market Close,0.75
Heron Therapeutics Inc,HRTX,May 6,Time Not Supplied,-0.68
Heska Corp,HSKA,May 6,Time Not Supplied,0.1
Hi Crush Partners LP,HCLP,May 6,Before Market Open,0.74
HollyFrontier Corp,HFC,May 6,Before Market Open,0.78
Home Capital Group Inc,HCG.TO,May 6,After Market Close,1.03
Howard Hughes Corp,HHC,May 6,Before Market Open,0.07
HSN Inc,HSNI,May 6,Before Market Open,0.58
HubSpot Inc,HUBS,May 6,After Market Close,-0.24
Hugo Boss AG,BOSS.DE,May 6,01:30 am ET,N/A
Husky Energy Inc,HSE.TO,May 6,Before Market Open,0
Hydrogenics Corp,HYG.TO,May 6,Before Market Open,-0.05
Iguatemi Empresa de Shopping Centers SA,IGTA3.SA,May 6,After Market Close,N/A
Imation Corp,IMN,May 6,07:00 am ET,-0.46
ImmunoCellular Therapeutics Ltd,IMUC,May 6,After Market Close,-0.03
Imperial Holdings Inc,IFT,May 6,Time Not Supplied,0.05
Imperial Tobacco Group PLC,IMT.L,May 6,Before Market Open,N/A
Independence Realty Trust Inc,IRT,May 6,Before Market Open,0.2
Infinity Pharmaceuticals Inc,INFI,May 6,After Market Close,-1.68
Inmarsat PLC,ISAT.L,May 6,Time Not Supplied,0.12
Innovative Solutions and Support Inc,ISSC,May 6,After Market Close,0.03
Insight Enterprises Inc,NSIT,May 6,After Market Close,0.27
Intact Financial Corp,IFC.TO,May 6,Before Market Open,1.37
Intellicheck Mobilisa Inc,IDN,May 6,Time Not Supplied,N/A
Intersect ENT Inc,XENT,May 6,Time Not Supplied,-0.33
Intertape Polymer Group Inc,ITP.TO,May 6,Before Market Open,0.15
Intralinks Holdings Inc,IL,May 6,After Market Close,-0.03
Invesco Mortgage Capital Inc,IVR,May 6,After Market Close,0.48
J Sainsbury PLC,SBRY.L,May 6,02:00 am ET,N/A
Jack Henry & Associates Inc,JKHY,May 6,After Market Close,0.62
Jamba Inc,JMBA,May 6,After Market Close,-0.03
James River Group Holdings Ltd,JRVR,May 6,After Market Close,0.36
Jones Energy Inc,JONE,May 6,After Market Close,-0.26
K-Bro Linen Inc,KBL.TO,May 6,After Market Close,0.34
K2M Group Holdings Inc,KTWO,May 6,After Market Close,-0.27
KaloBios Pharmaceuticals Inc,KBIO,May 6,Time Not Supplied,-0.3
Kamada Ltd,KMDA.TA,May 6,Before Market Open,N/A
Karolinska Development AB,KDEV.ST,May 6,Time Not Supplied,N/A
Kelly Services Inc,KELYA,May 6,Before Market Open,0.12
Kennedy-Wilson Holdings Inc,KW,May 6,After Market Close,-0.15
Keryx Biopharmaceuticals Inc,KERX,May 6,Before Market Open,-0.3
Keurig Green Mountain Inc,GMCR,May 6,After Market Close,1.05
Kimco Realty Corp,KIM,May 6,After Market Close,0.35
Kinaxis Inc,KXS.TO,May 6,After Market Close,0.12
Kips Bay Medical Inc,KIPS,May 6,Time Not Supplied,N/A
Kontron AG,KBC.DE,May 6,Time Not Supplied,N/A
Kuka AG,KU2.DE,May 6,Time Not Supplied,0.64
Laclede Group Inc,LG,May 6,Before Market Open,2.13
Lamar Advertising Co,LAMR,May 6,Before Market Open,0.29
LDR Holding Corp,LDRH,May 6,After Market Close,-0.2
Learning Tree International Inc,LTRE,May 6,After Market Close,N/A
Legacy Reserves LP,LGCY,May 6,After Market Close,-0.29
Lexicon Pharmaceuticals Inc,LXRX,May 6,Before Market Open,-0.04
