company_name,symbol,day,time,eps
Bri-Chem Corp,BRY.TO,May 13,Time Not Supplied,N/A
BSM Technologies Inc,GPS.V,May 13,After Market Close,N/A
Bsquare Corp,BSQR,May 13,After Market Close,N/A
Caledonia Mining Corp,CAL.TO,May 13,Before Market Open,N/A
Cancer Genetics Inc,CGIX,May 13,Time Not Supplied,-0.54
CanElson Drilling Inc,CDI.TO,May 13,Time Not Supplied,0.06
Canterbury Park Holding Corp,CPHC,May 13,Time Not Supplied,N/A
Cellcom Israel Ltd,CEL.TA,May 13,Time Not Supplied,N/A
Century Casinos Inc,CNTY,May 13,Before Market Open,0.05
Cervus Equipment Corp,CVL.TO,May 13,After Market Close,-0.05
Cheng Shin Rubber Ind. Co Ltd,2105.TW,May 13,After Market Close,N/A
Chicony Electronics Co Ltd,2385.TW,May 13,Time Not Supplied,N/A
China Airlines Ltd,2610.TW,May 13,Time Not Supplied,N/A
Cisco Systems Inc,CSCO,May 13,After Market Close,0.53
Cleantech Solutions International Inc,CLNT,May 13,Before Market Open,N/A
Coast Distribution System Inc,CRV,May 13,Time Not Supplied,N/A
Cofinimmo SA,COFB.BR,May 13,Time Not Supplied,N/A
Companhia Paranaense de Energia,CPLE6.SA,May 13,After Market Close,N/A
Compass Group PLC,CPG.L,May 13,Before Market Open,N/A
Comstock Holding Companies Inc,CHCI,May 13,Time Not Supplied,N/A
Conrad Industries Inc,CNRD,May 13,Time Not Supplied,N/A
Cosi Inc,COSI,May 13,Before Market Open,-0.03
Counsel Corp,CXS.TO,May 13,Before Market Open,N/A
Cover-All Technologies Inc,COVR,May 13,After Market Close,N/A
Deep Sea Supply PLC,DESSC.OL,May 13,Time Not Supplied,N/A
Deutsche Telekom AG,DTE.DE,May 13,04:00 am ET,N/A
Diana Shipping Inc,DSX,May 13,Before Market Open,-0.14
Dillard's Inc,DDS,May 13,After Market Close,2.79
Distribuidora Internacional de Alimentacion SA,DIA.MC,May 13,01:30 am ET,N/A
DO Deutsche Office AG,PMOX.DE,May 13,Time Not Supplied,N/A
Dongsung Finetec Co Ltd,033500.KQ,May 13,Time Not Supplied,N/A
Drillisch AG,DRI.DE,May 13,Time Not Supplied,N/A
Dynagas LNG Partners LP,DLNG,May 13,Before Market Open,0.41
E Commerce China Dangdang Inc,DANG,May 13,Before Market Open,0.04
ENTREC Corp,ENT.TO,May 13,After Market Close,N/A
Eurocastle Investment Ltd,ECT.AS,May 13,Before Market Open,N/A
Eva Airways Corp,2618.TW,May 13,Time Not Supplied,N/A
Evergreen Marine Corp Taiwan Ltd,2603.TW,May 13,Time Not Supplied,N/A
Everlight Electronics Co Ltd,2393.TW,May 13,Time Not Supplied,N/A
EZchip Semiconductor Ltd,EZCH.TA,May 13,Before Market Open,N/A
Far Eastern New Century Corp,1402.TW,May 13,Time Not Supplied,N/A
Flexible Solutions International Inc,FSI,May 13,After Market Close,0.01
ForeverGreen Worldwide Corp,FVRG,May 13,Before Market Open,N/A
Forward Industries Inc,FORD,May 13,Time Not Supplied,N/A
Foxconn Technology Co Ltd,2354.TW,May 13,Time Not Supplied,N/A
Fubon Financial Holding Co Ltd,2881.TW,May 13,Time Not Supplied,N/A
Ganger Rolf ASA,GRO.OL,May 13,Time Not Supplied,N/A
Gas Natural Inc,EGAS,May 13,After Market Close,N/A
GCL-Poly Energy Holdings Ltd,3800.HK,May 13,Time Not Supplied,N/A
GSE Systems Inc,GVP,May 13,Time Not Supplied,N/A
Hamburger Hafen und Logistik AG,HHFA.DE,May 13,Time Not Supplied,N/A
Hellenic Telecommunications Organization SA,HTO.AT,May 13,Time Not Supplied,N/A
Hera SpA,HER.MI,May 13,Time Not Supplied,N/A
Hon Hai Precision Industry Co Ltd,2317.TW,May 13,After Market Close,N/A
ICL Israel Chemicals Ltd,ICL.TA,May 13,Before Market Open,N/A
Implant Sciences Corp,IMSC,May 13,After Market Close,-0.07
InfraREIT Inc,HIFR,May 13,Before Market Open,N/A
Inmobiliaria Colonial SA,COL.MC,May 13,Time Not Supplied,N/A
Innergex Renewable Energy Inc,INE.TO,May 13,After Market Close,-0.05
Interflex Co Ltd,051370.KQ,May 13,Time Not Supplied,N/A
Interpump Group SpA,IP.MI,May 13,Time Not Supplied,N/A
Ituran Location and Control Ltd,ITRN.TA,May 13,Before Market Open,N/A
J C Penney Company Inc,JCP,May 13,After Market Close,-0.75
JBS SA,JBSS3.SA,May 13,After Market Close,N/A
Just Energy Group Inc,JE.TO,May 13,Before Market Open,0.15
KH Vatec Co Ltd,060720.KQ,May 13,Time Not Supplied,N/A
Kingold Jewelry Inc,KGJI,May 13,After Market Close,N/A
Kingstone Companies Inc,KINS,May 13,After Market Close,0.04
KMH Co Ltd,122450.KQ,May 13,Time Not Supplied,N/A
Koh Young Technology Inc,098460.KQ,May 13,After Market Close,N/A
LEG Immobilien AG,LEG.DE,May 13,Time Not Supplied,N/A
Legacy Oil + Gas Inc,LEG.TO,May 13,After Market Close,-0.15
Leisureworld Senior Care Corp,LW.TO,May 13,After Market Close,N/A
Leroy Seafood Group ASA,LSG.OL,May 13,Time Not Supplied,N/A
LPKF Laser & Electronics AG,LPK.DE,May 13,02:00 am ET,N/A
Luna Gold Corp.,LGC.TO,May 13,Before Market Open,N/A
Luxoft Holding Inc,LXFT,May 13,After Market Close,0.44
Macys Inc,M,May 13,Before Market Open,0.62
Manchester United PLC,MANU,May 13,02:00 am ET,-7.07
Markit Ltd,MRKT,May 13,Before Market Open,0.36
Martinrea International Inc,MRE.TO,May 13,After Market Close,0.33
Materialise NV,MTLS,May 13,06:30 am ET,-0.02
Maxpoint Interactive Inc,MXPT,May 13,After Market Close,-0.64
Medical Facilities Corp,DR.TO,May 13,Time Not Supplied,0.1
Medy-Tox Inc,086900.KQ,May 13,Time Not Supplied,N/A
Metalico Inc,MEA,May 13,Time Not Supplied,-0.12
MFC Industrial Ltd,MIL,May 13,Before Market Open,N/A
Minor International PCL,MINT.BK,May 13,Time Not Supplied,N/A
MMA Capital Management LLC,MMAC,May 13,Time Not Supplied,N/A
MVB Financial Corp,MVBF,May 13,Time Not Supplied,N/A
Navios Maritime Acquisition Corp,NNA,May 13,Before Market Open,0.12
Net Element Inc,NETE,May 13,Before Market Open,N/A
"NetEase, Inc",NTES,May 13,After Market Close,9.1
New Millennium Iron Corp,NML.TO,May 13,Time Not Supplied,0
New World Resources Plc,NWR.L,May 13,Time Not Supplied,N/A
NKT Holding A/S,NKT.CO,May 13,02:00 am ET,N/A
NorCom Information Technology AG,NC5A.DE,May 13,Time Not Supplied,N/A
Nordex SE,NDX1.DE,May 13,Time Not Supplied,N/A
Ocean Bio-Chem Inc,OBCI,May 13,Time Not Supplied,N/A
Opera Software ASA,OPERA.OL,May 13,Time Not Supplied,N/A
Opta Minerals Inc,OPM.TO,May 13,Before Market Open,N/A
Orbital ATK Inc,OA,May 13,After Market Close,1.48
Orient Paper Inc,ONP,May 13,Time Not Supplied,N/A
Paragon Offshore PLC,PGN,May 13,After Market Close,0.22
PARKSON Retail Group Ltd,3368.HK,May 13,Time Not Supplied,N/A
Patent Properties Inc,PPRO,May 13,Time Not Supplied,-0.08
Phoenix Companies Inc,PNX,May 13,Time Not Supplied,N/A
Pioneer Power Solutions Inc,PPSI,May 13,After Market Close,0.07
Pirelli & C SpA,PC.MI,May 13,Time Not Supplied,0.33
Porsche Automobil Holding SE,PAH3.DE,May 13,Time Not Supplied,N/A
Precision Castparts Corp,PCP,May 13,Before Market Open,2.97
Prosafe SE,PRS.OL,May 13,Time Not Supplied,N/A
QGEP Participacoes SA,QGEP3.SA,May 13,After Market Close,0.11
QHR Corp,QHR.V,May 13,Time Not Supplied,0
Quest Resource Holding Corp,QRHC,May 13,After Market Close,-0.01
Qunar Cayman Islands Ltd,QUNR,May 13,After Market Close,-0.41
Radiant Logistics Inc,RLGT,May 13,Time Not Supplied,0.03
Ralph Lauren Corp,RL,May 13,Before Market Open,1.32
Ram Power Corp,RPG.TO,May 13,After Market Close,N/A
Randon SA Implementos e Participacoes,RAPT4.SA,May 13,After Market Close,N/A
Regal Lifestyle Communities Inc,RLC.TO,May 13,Time Not Supplied,N/A
Rexahn Pharmaceuticals Inc,RNN,May 13,Time Not Supplied,-0.03
RWE AG,RWE.DE,May 13,Time Not Supplied,N/A
SABMiller PLC,SAB.L,May 13,Before Market Open,N/A
Saf Holland SA,SFQ.DE,May 13,Time Not Supplied,N/A
Salvatore Ferragamo SpA,SFER.MI,May 13,Time Not Supplied,0.19
Salzgitter AG,SZG.DE,May 13,Time Not Supplied,N/A
Sanchez Production Partners LP,SPP,May 13,After Market Close,N/A
Sansiri PCL,SIRI.BK,May 13,After Market Close,N/A
Sekonix Co Ltd,053450.KQ,May 13,Time Not Supplied,N/A
Semafo Inc,SMF.TO,May 13,Before Market Open,0.04
SFX Entertainment Inc,SFXE,May 13,Before Market Open,-0.33
Shell Midstream Partners LP,SHLX,May 13,Before Market Open,0.16
Siam Global House PCL,GLOBAL.BK,May 13,Time Not Supplied,N/A
SilverCrest Mines Inc,SVL.TO,May 13,After Market Close,0.01
Singapore Technologies Engineering Ltd,S63.SI,May 13,Time Not Supplied,N/A
Singapore Telecommunications Ltd,Z74.SI,May 13,Before Market Open,N/A
Sky Deutschland AG,SKYD.DE,May 13,Time Not Supplied,N/A
SMA Solar Technology AG,S92.DE,May 13,Time Not Supplied,N/A
Societa Cattolica di Assicurazione Sc,CASS.MI,May 13,Time Not Supplied,N/A
Spanish Broadcasting System Inc,SBSA,May 13,After Market Close,N/A
Sprott Inc,SII.TO,May 13,Before Market Open,N/A
Stratus Properties Inc,STRS,May 13,Time Not Supplied,N/A
Stroeer Media SE,SAX.DE,May 13,Time Not Supplied,N/A
Syneron Medical Ltd,ELOS,May 13,Time Not Supplied,-0.01
Synthetic Biologics Inc,SYN,May 13,Time Not Supplied,-0.08
Taiwan Cement Corp,1101.TW,May 13,Time Not Supplied,N/A
Taiwan Fertilizer Co Ltd,1722.TW,May 13,Time Not Supplied,N/A
Tecnicas Reunidas SA,TRE.MC,May 13,Before Market Open,N/A
Teekay Corp,TK,May 13,Before Market Open,0.28
Teekay LNG Partners LP,TGP,May 13,Before Market Open,0.57
Teekay Offshore Partners LP,TOO,May 13,Before Market Open,0.32
Teekay Tankers Ltd,TNK,May 13,Before Market Open,0.34
Telefonica Brasil SA,VIVT4.SA,May 13,Before Market Open,0.71
Telefonica Deutschland Holding AG,O2D.DE,May 13,Time Not Supplied,N/A
Tethys Petroleum Ltd,TPL.TO,May 13,Time Not Supplied,N/A
TK Corp,023160.KQ,May 13,Time Not Supplied,N/A
Tod's SpA,TOD.MI,May 13,Time Not Supplied,N/A
Torex Gold Resources Inc,TXG.TO,May 13,Before Market Open,-0.01
Total Energy Services Inc,TOT.TO,May 13,Before Market Open,0.24
Tower Semiconductor Ltd,TSEM.TA,May 13,Time Not Supplied,N/A
Tribute Pharmaceuticals Canada Inc,TRX.V,May 13,Time Not Supplied,N/A
True Corporation PCL,TRUE.BK,May 13,After Market Close,N/A
UTStarcom Holdings Corp,UTSI,May 13,Before Market Open,-0.14
Vericel Corp,VCEL,May 13,Time Not Supplied,-0.2
VimpelCom Ltd,VIP,May 13,Time Not Supplied,0.08
Waldron Energy Corp,WDN.TO,May 13,Time Not Supplied,N/A
Wan Hai Lines Ltd,2615.TW,May 13,Time Not Supplied,N/A
WidePoint Corp,WYY,May 13,Time Not Supplied,-0.02
Wirecard AG,WDI.DE,May 13,01:30 am ET,N/A
WiSoL Co Ltd,122990.KQ,May 13,Time Not Supplied,N/A
Wuxi Pharmatech Cayman Inc,WX,May 13,After Market Close,0.32
Yang Ming Marine Transport Corp,2609.TW,May 13,Time Not Supplied,N/A
YOU On Demand Holdings Inc,YOD,May 13,Before Market Open,N/A
Yulon Motor Co Ltd,2201.TW,May 13,Time Not Supplied,N/A
Zargon Oil & Gas Ltd,ZAR.TO,May 13,After Market Close,-0.02
Zayo Group Holdings Inc,ZAYO,May 13,Before Market Open,0.01
ZBB Energy Corp,ZBB,May 13,After Market Close,-0.08
Zebra Technologies Corp,ZBRA,May 13,Before Market Open,1.12
3i Group PLC,III.L,May 14,Time Not Supplied,N/A
Acea SpA,ACE.MI,May 14,Time Not Supplied,N/A
Adecoagro SA,AGRO,May 14,After Market Close,0.09
Africa Oil Corp,AOI.TO,May 14,After Market Close,-0.02
Aliansce Shopping Centers SA,ALSC3.SA,May 14,Time Not Supplied,0.07
American Power Group Corp,APGI,May 14,Before Market Open,-0.02
Applied Materials Inc,AMAT,May 14,After Market Close,0.28
Arista Networks Inc,ANET,May 14,After Market Close,0.37
Arteris SA,ARTR3.SA,May 14,After Market Close,0.25
Assicurazioni Generali SpA,G.MI,May 14,01:30 am ET,N/A
Astaldi SpA,AST.MI,May 14,Time Not Supplied,N/A
AusNet Services,AST.AX,May 14,Time Not Supplied,N/A
Banca Popolare di Sondrio ScpA,BPSO.MI,May 14,Time Not Supplied,N/A
Banco do Brasil SA,BBAS3.SA,May 14,Time Not Supplied,N/A
BM&F Bovespa SA Bolsa de Valores Mercadorias e Futuros,BVMF3.SA,May 14,After Market Close,N/A
Brasil Brokers Participacoes Sa,BBRK3.SA,May 14,After Market Close,N/A
British Land Company PLC,BLND.L,May 14,Time Not Supplied,N/A
Caltagirone SpA,CALT.MI,May 14,Time Not Supplied,N/A
Canadian Energy Services & Technology Corp,CEU.TO,May 14,After Market Close,0.07
Canadian Solar Inc,CSIQ,May 14,Before Market Open,0.6
Catalyst Pharmaceutical Partners Inc,CPRX,May 14,Time Not Supplied,-0.09
Companhia de Saneamento Basico do Estado de Sao Paulo - SABESP,SBSP3.SA,May 14,After Market Close,N/A
Concordia Healthcare Corp,CXR.TO,May 14,After Market Close,0.53
CVC Brasil Operadora e Agencia de Viagens SA,CVCB3.SA,May 14,Before Market Open,N/A
Cyrela Brazil Realty SA Empreendimentos e Participacoes,CYRE3.SA,May 14,After Market Close,N/A
Danieli & C Officine Meccaniche SpA,DAN.MI,May 14,Time Not Supplied,N/A
Darling Ingredients Inc,DAR,May 14,After Market Close,0.08
Daum Kakao Corp,035720.KQ,May 14,Time Not Supplied,N/A
El Pollo Loco Holdings Inc,LOCO,May 14,After Market Close,0.17
Elron Electronic Industries Ltd,ELRN.TA,May 14,Time Not Supplied,N/A
Enercare Inc,ECI.TO,May 14,Before Market Open,0.13
Eneva SA,ENEV3.SA,May 14,Time Not Supplied,N/A
Entertainment Gaming Asia Inc,EGT,May 14,Time Not Supplied,N/A
Euromoney Institutional Investor PLC,ERM.L,May 14,Before Market Open,N/A
Excellon Resources Inc,EXN.TO,May 14,Before Market Open,-0.05
Far Eastern Department Stores Ltd,2903.TW,May 14,Time Not Supplied,N/A
Fertilizantes Heringer SA,FHER3.SA,May 14,After Market Close,N/A
Formosa Petrochemical Corp,6505.TW,May 14,Time Not Supplied,N/A
Freni Brembo SpA,BRE.MI,May 14,Time Not Supplied,N/A
Geox SpA,GEO.MI,May 14,After Market Close,N/A
Gildan Activewear Inc,GIL.TO,May 14,Before Market Open,0.24
Global Logistic Properties Ltd,MC0.SI,May 14,Before Market Open,N/A
Grainger PLC,GRI.L,May 14,Before Market Open,N/A
Hellenic Petroleum SA,ELPE.AT,May 14,Time Not Supplied,N/A
Hollysys Automation Technologies Ltd,HOLI,May 14,After Market Close,0.36
HRT Participacoes em Petroleo SA,HRTP3.SA,May 14,Time Not Supplied,-0.83
Iren SpA,IRE.MI,May 14,Time Not Supplied,N/A
iSatori Inc,IFIT,May 14,Time Not Supplied,N/A
Italmobiliare SpA,ITM.MI,May 14,Time Not Supplied,N/A
Jack In The Box Inc,JACK,May 14,After Market Close,0.66
King Digital Entertainment plc,KING,May 14,After Market Close,0.53
Kohls Corp,KSS,May 14,Before Market Open,0.55
Lechwerke AG,LEC.F,May 14,Time Not Supplied,N/A
Marr SpA,MARR.MI,May 14,Time Not Supplied,N/A
Marston's PLC,MARS.L,May 14,Before Market Open,N/A
Medley Management Inc,MDLY,May 14,After Market Close,0.27
MRV Engenharia e Participacoes SA,MRVE3.SA,May 14,After Market Close,N/A
Neptune Orient Lines Ltd,N03.SI,May 14,Time Not Supplied,-0.04
NH Hotel Group SA,NHH.MC,May 14,06:00 am ET,N/A
Nordstrom Inc,JWN,May 14,After Market Close,0.71
Pacific Rubiales Energy Corp,PRE.TO,May 14,Before Market Open,-0.47
Paladin Energy Ltd,PDN.AX,May 14,Time Not Supplied,-0.01
Power Financial Corp,PWF.TO,May 14,Time Not Supplied,0.76
Prestige Brands Holdings Inc,PBH,May 14,Before Market Open,0.45
Qualicorp SA,QUAL3.SA,May 14,Time Not Supplied,0.27
Reply SpA,REY.MI,May 14,Time Not Supplied,N/A
Rizzoli Corriere della Sera Mediagroup SpA,RCS.MI,May 14,Time Not Supplied,N/A
RMP Energy Inc,RMP.TO,May 14,After Market Close,-0.01
Rossi Residencial SA,RSID3.SA,May 14,After Market Close,N/A
Salini Impregilo SpA,SAL.MI,May 14,Time Not Supplied,N/A
Saras SpA,SRS.MI,May 14,Time Not Supplied,N/A
Save SpA,SAVE.MI,May 14,Time Not Supplied,N/A
Security National Financial Corp,SNFCA,May 14,Time Not Supplied,N/A
Shin Kong Financial Holding Co Ltd,2888.TW,May 14,Time Not Supplied,N/A
Singapore Airlines Ltd,C6L.SI,May 14,After Market Close,N/A
Sizmek Inc,SZMK,May 14,After Market Close,-0.23
SMART Technologies Inc,SMA.TO,May 14,After Market Close,N/A
Snam SpA,SRG.MI,May 14,Before Market Open,N/A
Spark Energy Inc,SPKE,May 14,Time Not Supplied,N/A
Stantec Inc,STN.TO,May 14,Before Market Open,0.39
State National Companies Inc,SNC,May 14,After Market Close,0.2
Stobart Group Ltd,STOB.L,May 14,Before Market Open,N/A
Symantec Corp,SYMC,May 14,After Market Close,0.44
Talktalk Telecom Group PLC,TALK.L,May 14,Time Not Supplied,N/A
Telefonica SA,TEF.MC,May 14,Before Market Open,N/A
TORC Oil & Gas Ltd,TOG.TO,May 14,Before Market Open,N/A
Trevali Mining Corp,TV.TO,May 14,After Market Close,N/A
Trevi Finanziaria Industriale SpA,TFI.MI,May 14,Time Not Supplied,N/A
Tsakos Energy Navigation Ltd,TNP,May 14,Time Not Supplied,0.37
UDG Healthcare PLC,UDG.L,May 14,02:00 am ET,N/A
ULURU Inc,ULUR,May 14,Time Not Supplied,N/A
Valener Inc,VNR.TO,May 14,Time Not Supplied,0.81
Vedanta Resources PLC,VED.L,May 14,02:00 am ET,N/A
Vista Outdoor Inc,VSTO,May 14,Before Market Open,0.59
voxeljet AG,VJET,May 14,Time Not Supplied,-0.11
WesternOne Inc,WEQ.TO,May 14,Time Not Supplied,0.12
World Duty Free SpA,WDF.MI,May 14,Time Not Supplied,N/A
A2A SpA,A2A.MI,May 15,Time Not Supplied,N/A
Aimia Inc,AIM.TO,May 15,Before Market Open,0.21
ALL America Latina Logistica SA,RUMO3.SA,May 15,Time Not Supplied,0.02
B+S Banksysteme AG,DTD2.DE,May 15,Time Not Supplied,N/A
B2Gold Corp,BTO.TO,May 15,Before Market Open,0.01
Banco do Estado do Rio Grande do Sul SA,BRSR6.SA,May 15,After Market Close,N/A
Brazilian Electric Power Co,ELET6.SA,May 15,After Market Close,N/A
Cancom SE,COK.DE,May 15,Time Not Supplied,N/A
CCR SA,CCRO3.SA,May 15,After Market Close,N/A
CESP Companhia Energetica de Sao Paulo,CESP6.SA,May 15,After Market Close,N/A
Chinacache International Holdings Ltd,CCIH,May 15,Time Not Supplied,N/A
Coca Cola HBC AG,CCH.L,May 15,02:00 am ET,N/A
Companhia de Saneamento de Minas Gerais Copasa MG,CSMG3.SA,May 15,Time Not Supplied,N/A
Companhia de Saneamento do Parana Sanepar,SAPR4.SA,May 15,Time Not Supplied,N/A
Companhia Energetica de Minas Gerais Cemig,CMIG4.SA,May 15,Time Not Supplied,N/A
Emak SpA,EM.MI,May 15,Time Not Supplied,N/A
Fifth Street Asset Management Inc,FSAM,May 15,After Market Close,0.24
Fresenius Medical Care AG & Co KGaA,FME.DE,May 15,Time Not Supplied,N/A
Global Unichip Corp,3443.TW,May 15,Time Not Supplied,N/A
Grivalia Properties REIC,GRIV.AT,May 15,After Market Close,N/A
hhgregg Inc,HGG,May 15,Before Market Open,-0.24
IMA Industria Macchine Automatiche SpA,IMA.MI,May 15,Time Not Supplied,N/A
Journal Media Group Inc,JMG,May 15,Before Market Open,N/A
New Europe Property Investments PLC,NEPI.L,May 15,Before Market Open,N/A
NQ Mobile Inc,NQ,May 15,Time Not Supplied,0
Olam International Limited,O32.SI,May 15,Time Not Supplied,0.06
Onex Corp,OCX.TO,May 15,Before Market Open,N/A
Payment Data Systems Inc,PYDS,May 15,Time Not Supplied,N/A
Power Corporation of Canada,POW.TO,May 15,Time Not Supplied,0.68
Softing AG,SYT.DE,May 15,Time Not Supplied,N/A
SolarWorld AG,SWVK.DE,May 15,Time Not Supplied,N/A
TrustPower Ltd,TPW.NZ,May 15,Time Not Supplied,N/A
Xueda Education Group,XUE,May 15,Time Not Supplied,-0.04
China Mobile Games and Entertainment Group Ltd,CMGE,,Time Not Supplied,0.37
8x8 Inc,EGHT,May 18,Time Not Supplied,0.04
Abengoa Yield PLC,ABY,May 18,Before Market Open,0.15
Accton Technology Corp,2345.TW,May 18,Time Not Supplied,N/A
Advantech Co Ltd,2395.TW,May 18,Time Not Supplied,N/A
AFI Development PLC,AFRB.L,May 18,Time Not Supplied,N/A
Analog Devices Inc,ADI,May 18,Time Not Supplied,0.72
Armco Metals Holdings Inc,AMCO,May 18,Time Not Supplied,N/A
Ashford Inc,AINC,May 18,After Market Close,-1.71
Avon Rubber PLC,AVON.L,May 18,Time Not Supplied,N/A
Babcock International Group PLC,BAB.L,May 18,Before Market Open,N/A
Belle International Holdings Ltd,1880.HK,May 18,Time Not Supplied,N/A
Cato Corp,CATO,May 18,Before Market Open,1.08
Cheetah Mobile Inc,CMCM,May 18,Time Not Supplied,0.07
China Motor Corp,2204.TW,May 18,Time Not Supplied,N/A
China Techfaith Wireless Communication Technology Ltd,CNTF,May 18,Time Not Supplied,N/A
Compugen Ltd,CGEN.TA,May 18,Time Not Supplied,N/A
Cranswick PLC,CWK.L,May 18,Before Market Open,N/A
Cresud SACIF y A,CRES.BA,May 18,Time Not Supplied,N/A
CUI Global Inc,CUI,May 18,Time Not Supplied,-0.07
Dick's Sporting Goods Inc,DKS,May 18,Before Market Open,0.53
Donaldson Company Inc,DCI,May 18,Before Market Open,0.45
DuluxGroup Ltd,DLX.AX,May 18,Time Not Supplied,N/A
Dycom Industries Inc,DY,May 18,After Market Close,0.37
Elbit Systems Ltd,ESLT.TA,May 18,Time Not Supplied,N/A
Elitegroup Computer Systems Co Ltd,2331.TW,May 18,Time Not Supplied,N/A
Entertainment One Ltd,ETO.L,May 18,Before Market Open,N/A
European Investment Trust PLC,EUT.L,May 18,Time Not Supplied,N/A
Fibrocell Science Inc,FCSC,May 18,Time Not Supplied,-0.16
Future PLC,FUTR.L,May 18,Before Market Open,N/A
General Employment Enterprises Inc,JOB,May 18,Time Not Supplied,N/A
Gordmans Stores Inc,GMAN,May 18,After Market Close,-0.03
Heico Corp,HEI,May 18,After Market Close,N/A
Hellenic Exchanges Athens Stock Exchange SA,EXAE.AT,May 18,Time Not Supplied,N/A
Hoegh LNG Partners LP,HMLP,May 18,Time Not Supplied,0.36
Hotai Motor Co Ltd,2207.TW,May 18,Time Not Supplied,N/A
HY-Lok Corp,013030.KQ,May 18,Time Not Supplied,N/A
Intuit Inc,INTU,May 18,After Market Close,2.73
Irsa Inversiones y Representaciones SA,IRSA.BA,May 18,Time Not Supplied,N/A
